"","id","date","country","hazard_type","hazard_subtype","trigger","trigger_name","fatalities","injuries","source_name","source_link","location_description","location_accuracy","hazard_size","distance","population","countrycode","continentcode","tstamp","latitude","longitude","magnitude","tsunami_ind","damage_range","houses_damaged"
"1611",1608,2010-03-31,"United States","landslide","Landslide","Rain","",0,NA,"","http://www.focus-fen.net/index.php?id=n213309","",1,"Medium",0.29408,1108,"US",NA,"Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",42.7679,-71.8158,NA,NA,NA,NA
"1612",1609,2010-03-31,"United States","landslide","Complex","Downpour","",0,NA,"","http://www.monstersandcritics.com/news/africa/news/article_1541043.php/Death-toll-in-Madagascar-s-tropical-storm-Hubert-rises-to-28","",5,"Small",7.26944,14546,"US",NA,"Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",45.5832,-122.7689,NA,NA,NA,NA
"1613",1610,2010-04-01,"Azerbaijan","landslide","Mudslide","Downpour","",0,NA,"","http://www.telegram.com/article/20100319/COULTER01/3190328/1189/coulter","",5,"Medium",23.35226,22405,"AZ","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",41.1569,48.58,NA,NA,NA,NA
"1614",1611,2010-04-01,"India","landslide","Landslide","Downpour","",3,NA,"","http://www.wickedlocal.com/walpole/news/x427971816/Landslide-destroys-storage-building","",25,"Medium",1.49521,39982,"IN","AS","Fri Sep 12 2014 14:02:49 GMT+0000 (UTC)",25.1553,93.028,NA,NA,NA,NA
"1615",1612,2010-04-01,"Peru","landslide","Lahar","Downpour","",12,NA,"","http://www.thejakartapost.com/news/2010/03/18/mudslide-isolates-1500-residents-solok.html","",50,"Large",3.4989,0,"PE","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-9.7996,-76.1038,NA,NA,NA,NA
"1616",1613,2010-04-02,"India","landslide","Mudslide","Downpour","",12,NA,"","http://www.phillyburbs.com/news/news_details/article/92/2010/march/18/mudslide-will-keep-river-road-closed-until-friday.html","",1,"Large",58.84724,13893,"IN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",27.8997,93.3497,NA,NA,NA,NA
"1617",1614,2010-04-02,"Peru","landslide","Landslide","Downpour","",28,NA,"","http://www.thedailytimes.com/article/20100405/NEWS/304059983","",5,"Large",0.55865,6865,"PE","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-10.1258,-76.2043,NA,NA,NA,NA
"1618",1615,2010-04-05,"Indonesia","landslide","Landslide","Downpour","",2,NA,"","http://www.focus-fen.net/index.php?id=n213827","",10,"Medium",14.47106,92990,"ID","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-7.2809,110.0069,NA,NA,NA,NA
"1619",1616,2010-04-05,"Azerbaijan","landslide","Landslide","Downpour","",0,NA,"","http://www.portalangop.co.ao/motix/en_us/noticias/sociedade/2010/2/12/One-dead-after-Tuesday-dawn-heavy-rains-Luanda,d79d7232-2763-43fb-9c8e-26acf4d65aa2.html","",10,"Medium",7.54243,17209,"AZ","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",40.6197,48.462,NA,NA,NA,NA
"1620",1617,2010-04-05,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",2.64466,456456,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9019,-43.0874,NA,NA,NA,NA
"1621",1618,2010-04-05,"Peru","landslide","Landslide","Downpour","",0,NA,"","http://picasaweb.google.com/micmuza/Wayqecha","",10,"Medium",12.28591,0,"PE","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-13.1171,-71.5841,NA,NA,NA,NA
"1622",1619,2010-04-05,"Ireland","landslide","Landslide","Downpour","",0,NA,"","http://riotimesonline.com/news/front-page/storm-rains-chaos-on-rio/","",5,"Small",24.5628,2056,"IE","EU","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",53.6057,-9.7083,NA,NA,NA,NA
"1623",1620,2010-04-05,"Peru","landslide","Landslide","Downpour","",0,NA,"","http://picasaweb.google.com/micmuza/Wayqecha","",10,"Medium",29.83354,0,"PE","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-12.9655,-71.4216,NA,NA,NA,NA
"1624",1621,2010-04-06,"Brazil","landslide","Complex","Downpour","",63,NA,"","http://www.cnn.com/2010/WORLD/americas/04/12/brazil.flooding.mudslides/","",50,"Very_large",0.22982,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9035,-43.2096,NA,NA,NA,NA
"1625",1622,2010-04-06,"Brazil","landslide","Mudslide","Downpour","",25,NA,"","http://www.guardian.co.uk/world/2010/apr/11/rio-brazil-slum-forced-evictions","",1,"Large",3.14756,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9312,-43.2075,NA,NA,NA,NA
"1626",1623,2010-04-06,"Brazil","landslide","Mudslide","Downpour","",2,NA,"","http://news.google.com/news/url?sa=t&ct2=us%2F0_0_s_0_0_t&ct3=MAA4AEgAUABqAnVz&usg=AFQjCNGqL6DeBIZeNtQwqcY3vqPT_l8x1A&sig2=C-LH5rOQ18Sj4psoIgVKxg&cid=17593737277262&ei=3pvHS7CfGt3SlQfN4-uhAw&rt=SEARCH&vm=STANDARD&url=http%3A%2F%2Fwww.guardian.co.u","",5,"Medium",10.98155,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9928,-43.2524,NA,NA,NA,NA
"1627",1624,2010-04-06,"Brazil","landslide","Mudslide","Downpour","",16,NA,"","http://www.cnn.com/2010/WORLD/americas/04/12/brazil.flooding.mudslides/","",1,"Large",0.05522,0,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.8271,-43.0544,NA,NA,NA,NA
"1628",1625,2010-04-06,"Brazil","landslide","Mudslide","Downpour","",1,NA,"","","",10,"Medium",0.38214,272691,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.5046,-43.1823,NA,NA,NA,NA
"1629",1626,2010-04-06,"Brazil","landslide","Mudslide","Downpour","",1,NA,"","","",1,"Medium",0.61159,36098,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.6053,-43.7034,NA,NA,NA,NA
"1630",1627,2010-04-06,"Brazil","landslide","Mudslide","Downpour","",1,NA,"","","",15,"Medium",14.50668,31202,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.6567,-43.0398,NA,NA,NA,NA
"1631",1628,2010-04-06,"Brazil","landslide","Mudslide","Downpour","",1,NA,"","http://www.dominicacentral.com/general/community/heavy-overnight-rains-cause-landslides-across-island.html","",5,"Medium",0.14756,147281,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.8086,-43.4147,NA,NA,NA,NA
"1632",1629,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","http://www.dominicacentral.com/general/community/heavy-overnight-rains-cause-landslides-across-island.html","",5,"Medium",5.2411,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9376,-43.2421,NA,NA,NA,NA
"1633",1630,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","http://www.dominicacentral.com/general/community/heavy-overnight-rains-cause-landslides-across-island.html","",5,"Medium",9.90639,147281,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.8961,-43.4272,NA,NA,NA,NA
"1634",1631,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","http://www.dominicacentral.com/general/community/heavy-overnight-rains-cause-landslides-across-island.html","",10,"Medium",24.33967,147281,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-23.0189,-43.4788,NA,NA,NA,NA
"1635",1632,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","http://news.bbc.co.uk/2/hi/americas/8619624.stm","",5,"Medium",4.85698,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9458,-43.2167,NA,NA,NA,NA
"1636",1633,2010-04-06,"Brazil","landslide","Mudslide","Downpour","",0,NA,"","","",1,"Medium",3.27331,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9033,-43.2394,NA,NA,NA,NA
"1637",1634,2010-04-06,"Brazil","landslide","Landslide","Downpour","",10,NA,"","","",5,"Medium",5.15348,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9493,-43.2063,NA,NA,NA,NA
"1638",1635,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",4.16197,456456,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.8852,-43.0631,NA,NA,NA,NA
"1639",1636,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"Unknown","","Unknown",5,"Small",2.81832,456456,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.91017122,-43.09175971,NA,NA,NA,NA
"1640",1639,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",25.74342,147281,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-23.0291,-43.4897,NA,NA,NA,NA
"1641",1640,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",13.07783,0,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9012,-42.9548,NA,NA,NA,NA
"1642",1641,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",4.51694,456456,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9214,-43.0878,NA,NA,NA,NA
"1643",1642,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",5,"Medium",2.79163,12620,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.7474,-44.1285,NA,NA,NA,NA
"1644",1643,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","http://kezi.com/page/169023","",1,"Medium",10.78103,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.808,-43.1835,NA,NA,NA,NA
"1645",1644,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",11.0303,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9925,-43.2542,NA,NA,NA,NA
"1646",1645,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",NA,"Medium",5.85003,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9553,-43.2014,NA,NA,NA,NA
"1647",1646,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",NA,"Medium",4.41006,456456,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9111,-43.0728,NA,NA,NA,NA
"1648",1647,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",9.33158,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.8222,-43.1809,NA,NA,NA,NA
"1649",1648,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",4.08889,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9397,-43.2076,NA,NA,NA,NA
"1650",1649,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"Unknown","","Unknown",1,"Medium",2.81832,456456,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.91010027,-43.09416702,NA,NA,NA,NA
"1651",1650,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Small",3.4451,456456,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9066,-43.1259,NA,NA,NA,NA
"1652",1651,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"Unknown","","Urban_area",NA,"Small",9.62541,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.82,-43.1789,NA,NA,NA,NA
"1653",1652,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",1.5755,456456,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.8948,-43.1127,NA,NA,NA,NA
"1654",1653,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",4.94603,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9428,-43.1861,NA,NA,NA,NA
"1655",1654,2010-04-06,"Brazil","landslide","Landslide","Downpour","",NA,NA,"","","",1,"Medium",4.83592,456456,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9153,-43.0715,NA,NA,NA,NA
"1656",1655,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"Unknown","","Urban_area",NA,"Medium",9.62541,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.82,-43.1789,NA,NA,NA,NA
"1657",1656,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",25.70069,147281,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-23.0289,-43.489,NA,NA,NA,NA
"1658",1657,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",1.14326,456456,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.8926,-43.0987,NA,NA,NA,NA
"1659",1659,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",8.69188,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9778,-43.2324,NA,NA,NA,NA
"1660",1660,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",5,"Medium",9.39788,0,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.7594,-43.1093,NA,NA,NA,NA
"1661",1661,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",NA,"Medium",8.45437,0,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.7694,-43.108,NA,NA,NA,NA
"1662",1662,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",NA,"Medium",4.32828,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9399,-43.1943,NA,NA,NA,NA
"1663",1663,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",8.94746,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9801,-43.2328,NA,NA,NA,NA
"1664",1664,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",9.61466,456456,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9139,-43.0159,NA,NA,NA,NA
"1665",1665,2010-04-06,"Brazil","landslide","Landslide","Downpour","",1,NA,"","","",1,"Medium",2.22813,456456,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.8988,-43.1175,NA,NA,NA,NA
"1666",1666,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",5,"Medium",9.51482,0,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.8872,-42.9878,NA,NA,NA,NA
"1667",1667,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",NA,"Medium",12.04688,147281,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9131,-43.3857,NA,NA,NA,NA
"1668",1668,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",2.56934,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9247,-43.1993,NA,NA,NA,NA
"1669",1669,2010-04-06,"Brazil","landslide","Landslide","Downpour","",NA,NA,"","","",1,"Medium",5.28651,17308,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.5527,-43.6897,NA,NA,NA,NA
"1670",1670,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",2.68607,62056,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.937,-42.4916,NA,NA,NA,NA
"1671",1671,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",1.13404,456456,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.8733,-43.1014,NA,NA,NA,NA
"1672",1672,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",NA,"Medium",15.07609,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-23.0145,-43.2915,NA,NA,NA,NA
"1673",1673,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",NA,"Small",8.94191,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.983,-43.1976,NA,NA,NA,NA
"1674",1674,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",6.80953,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9138,-43.2728,NA,NA,NA,NA
"1675",1675,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",25.10249,147281,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-23.0085,-43.527,NA,NA,NA,NA
"1676",1676,2010-04-06,"Brazil","landslide","Landslide","Downpour","",NA,NA,"","","",1,"Medium",5.0858,456456,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9196,-43.0732,NA,NA,NA,NA
"1677",1677,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",NA,"Medium",1.01079,456456,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.8901,-43.097,NA,NA,NA,NA
"1678",1678,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",6.14155,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9577,-43.1992,NA,NA,NA,NA
"1679",1679,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",16.74423,100752,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9849,-43.697,NA,NA,NA,NA
"1680",1680,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",NA,"Medium",4.82307,272691,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.5232,-43.2212,NA,NA,NA,NA
"1681",1681,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",8.37835,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9255,-43.2854,NA,NA,NA,NA
"1682",1682,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",NA,"Medium",6.26133,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9593,-43.206,NA,NA,NA,NA
"1683",1683,2010-04-06,"United States","landslide","Landslide","Rain","",0,NA,"Oregon Live","http://www.oregonlive.com/roadreport/index.ssf/2010/04/landslide_blocks_northbound_si.html","Above_road",NA,"Medium",7.94258,2045,"US",NA,"Wed Jan 13 2016 21:14:56 GMT+0000 (UTC)",44.6635,-123.949,NA,NA,NA,NA
"1684",1684,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",3.71231,456456,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.8547,-43.0848,NA,NA,NA,NA
"1685",1685,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",10.31768,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9229,-43.3057,NA,NA,NA,NA
"1686",1686,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",NA,"Medium",6.43421,456456,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9035,-43.0448,NA,NA,NA,NA
"1687",1687,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",NA,"Medium",6.06545,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9417,-43.2491,NA,NA,NA,NA
"1688",1688,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",3.21678,456456,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9006,-43.0784,NA,NA,NA,NA
"1689",1689,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",4.34174,456456,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9117,-43.0744,NA,NA,NA,NA
"1690",1690,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",3.87905,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9312,-43.1854,NA,NA,NA,NA
"1691",1691,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",5,"Medium",27.14037,147281,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-23.0392,-43.5001,NA,NA,NA,NA
"1692",1692,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",6.96506,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9652,-43.1992,NA,NA,NA,NA
"1693",1693,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",5,"Medium",8.52056,456456,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9223,-43.032,NA,NA,NA,NA
"1694",1694,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",4.58816,456456,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.923,-43.0907,NA,NA,NA,NA
"1695",1695,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",3.38381,456456,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.8547,-43.0921,NA,NA,NA,NA
"1696",1696,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",3.57487,456456,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9149,-43.1109,NA,NA,NA,NA
"1697",1699,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",7.41844,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.962,-43.1737,NA,NA,NA,NA
"1698",1700,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",4.82833,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9463,-43.2103,NA,NA,NA,NA
"1699",1701,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",6.06366,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9509,-43.2357,NA,NA,NA,NA
"1700",1702,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",4.64404,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9363,-43.2347,NA,NA,NA,NA
"1701",1703,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",0.87103,456456,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.8776,-43.0978,NA,NA,NA,NA
"1702",1704,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",1.02905,456456,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.8766,-43.0967,NA,NA,NA,NA
"1703",1705,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",7.46751,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9654,-43.2345,NA,NA,NA,NA
"1704",1706,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",7.2432,6023699,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9619,-43.1773,NA,NA,NA,NA
"1705",1707,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",1.29888,456456,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.8943,-43.1081,NA,NA,NA,NA
"1706",1708,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",3.51011,456456,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9149,-43.1067,NA,NA,NA,NA
"1707",1709,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",3.31533,456456,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9089,-43.0868,NA,NA,NA,NA
"1708",1710,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",3.31827,456456,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.9073,-43.0842,NA,NA,NA,NA
"1709",1711,2010-04-06,"Brazil","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",8.58868,818329,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.8549,-43.2742,NA,NA,NA,NA
"1710",1712,2010-04-06,"Brazil","landslide","Mudslide","Downpour","",0,NA,"","","",1,"Medium",2.31035,456456,"BR","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-22.8988,-43.0885,NA,NA,NA,NA
