"","id","date","country","hazard_type","hazard_subtype","trigger","trigger_name","fatalities","injuries","source_name","source_link","location_description","location_accuracy","hazard_size","distance","population.dis","countrycode","continentcode","tstamp","latitude.dis","longitude.dis","magnitude","tsunami_ind","damage_range","houses_damaged","city_name","latitude.cit","longitude.cit","feature_class","feature_code","population.cit","elevation","average_elevation","timezone","X","X.1","distance_between"
"2801368",2252,2010-08-15,"China","landslide","Landslide","Downpour","",36,NA,"","","",50,"Large",0.89813,0,"CN","AS","Thu Sep 11 2014 17:24:07 GMT+0000 (UTC)",33.7397,105.7301,NA,NA,NA,NA,"Chengxian Chengguanzhen",33.74111,105.72056,"P","PPLA3",0,NA,969,"Asia/Shanghai","","",42.5519400311654
"2816180",2253,2010-08-15,"India","landslide","Landslide","Downpour","",0,NA,"","","",25,"Medium",39.51186,15118,"IN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",25.31006064,94.48265093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2816181",2254,2010-08-15,"Pakistan","landslide","Landslide","Downpour","",0,NA,"","","",NA,"Medium",47.34817,0,"PK","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",34.8142,74.3225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2816182",2255,2010-08-16,"Philippines","landslide","Landslide","Downpour","",0,NA,"","","",25,"Medium",7.06238,2939,"PH","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",7.36,122.1865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2816183",2256,2010-08-16,"China","landslide","Landslide","Downpour","",0,NA,"","","",50,"Medium",41.9374,0,"CN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",32.8391,103.9768,NA,NA,NA,NA,"Pingshui",26.84301,113.40136,"P","PPLA4",0,NA,119,"Asia/Shanghai","","",51.926694066001
"2830995",2257,2010-08-16,"India","landslide","Landslide","Downpour","",0,NA,"","","",25,"Medium",20.25214,13865,"IN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",30.7284,79.4971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2830996",2258,2010-08-17,"Vietnam","landslide","Landslide","Downpour","",3,NA,"","","",NA,"Medium",33.40841,135477,"VN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",21.3161,107.3397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2830997",2259,2010-08-17,"Slovakia","landslide","Landslide","Downpour","",0,NA,"","","",5,"Medium",5.09771,8812,"SK","EU","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",48.9057,20.9434,NA,NA,NA,NA,"Krompachy",48.91447,20.87514,"P","PPL",8812,NA,380,"Europe/Bratislava","","",108.420565442831
"2831147",2260,2010-08-17,"India","landslide","Landslide","Downpour","",1,NA,"","","",5,"Medium",2.00197,20000,"IN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",19.0997,72.8974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2831148",2261,2010-08-17,"India","landslide","Landslide","Downpour","",0,NA,"","","",10,"Medium",13.98232,43000,"IN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",26.9435,88.4445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2831149",2262,2010-08-17,"India","landslide","Landslide","Downpour","",10,NA,"","","",5,"Medium",4.98541,1261517,"IN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",19.1993,73.0109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2831150",2263,2010-08-17,"India","landslide","Landslide","Downpour","",0,NA,"","","",25,"Medium",15.67627,34021,"IN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",26.2753,94.6654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2831151",2264,2010-08-18,"Sierra Leone","landslide","Complex","Downpour","",2,NA,"","","",1,"Medium",3.15493,802639,"SL","AF","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",8.4758,-13.2025,NA,NA,NA,NA,"Freetown",8.484,-13.22994,"P","PPLC",802639,NA,49,"Africa/Freetown","","",114.968087978379
"2831235",2265,2010-08-18,"United States","landslide","Complex","Downpour","",0,NA,"","","",1,"Medium",1.77572,1497,"US",NA,"Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",36.1364,-82.443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2831236",2266,2010-08-18,"China","landslide","Mudslide","Downpour","",32,NA,"","","",5,"Large",10.41936,0,"CN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",27.8541,98.683,NA,NA,NA,NA,"Zhaxi",27.85081,104.96874,"P","PPLA3",0,NA,1633,"Asia/Shanghai","","",25.687265255993
"2846048",2267,2010-08-18,"India","landslide","Landslide","Downpour","",0,NA,"","","",25,"Medium",22.09211,75986,"IN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",17.0661,73.5027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2846049",2268,2010-08-18,"India","landslide","Complex","Downpour","",18,NA,"","","",10,"Large",24.55402,8708,"IN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",30.0134,79.9261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2846050",2269,2010-08-19,"United States","landslide","Complex","Downpour","",0,NA,"","","",5,"Medium",3.22031,42274,"US",NA,"Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",40.5093,-111.8316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2846051",2270,2010-08-19,"United States","landslide","Mudslide","Downpour","",0,NA,"","","",5,"Medium",24.1344,6427,"US",NA,"Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",39.191,-107.2774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2846052",2271,2010-08-19,"United States","landslide","Mudslide","Downpour","",0,NA,"","","",1,"Medium",22.55763,6427,"US",NA,"Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",39.1994,-107.2271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2846053",2272,2010-08-19,"United States","landslide","Mudslide","Downpour","",0,NA,"","","",1,"Medium",23.56048,6427,"US",NA,"Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",39.1905,-107.2301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2846054",2273,2010-08-19,"United States","landslide","Mudslide","Downpour","",0,NA,"","","",1,"Medium",21.37674,6427,"US",NA,"Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",39.2105,-107.2343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2846055",2274,2010-08-19,"United States","landslide","Mudslide","Downpour","",0,NA,"","","",1,"Small",4.60739,2826,"US",NA,"Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",39.2089,-106.9909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2846056",2275,2010-08-19,"United States","landslide","Mudslide","Downpour","",0,NA,"","","",1,"Small",3.844,2826,"US",NA,"Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",39.2143,-106.9823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2846057",2276,2010-08-19,"United States","landslide","Mudslide","Downpour","",0,NA,"","","",5,"Small",4.51715,6427,"US",NA,"Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",39.4346,-107.2429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2846058",2277,2010-08-19,"United States","landslide","Mudslide","Downpour","",0,NA,"","","",25,"Medium",3.60875,9614,"US",NA,"Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",39.5808,-107.3401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2846059",2278,2010-08-19,"United States","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",38.50248,5046,"US",NA,"Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",38.647,-109.9818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2846060",2279,2010-08-19,"India","landslide","Landslide","Downpour","",0,NA,"","","",10,"Medium",10.78474,43000,"IN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",26.9722,88.4481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2846061",2280,2010-08-19,"India","landslide","Landslide","Downpour","",6,NA,"","","",1,"Medium",4.97076,1e+05,"IN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",19.1935,73.0114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2846062",2281,2010-08-19,"India","landslide","Landslide","Downpour","",NA,NA,"E-PAO","http://e-pao.net/GP.asp?src=21..210810.aug10","Above_road",5,"Medium",11.44167,92113,"IN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",25.61560252,94.11603493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2846063",2282,2010-08-19,"India","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",7.65096,33748,"IN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",26.1984,94.8158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2846064",2283,2010-08-19,"India","landslide","Mudslide","Downpour","",0,NA,"","","",5,"Medium",46.36778,223523,"IN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",24.8961,93.4957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2846065",2284,2010-08-19,"Nepal","landslide","Landslide","Downpour","",0,NA,"","","",25,"Medium",11.06071,0,"NP","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",28.3884,82.2826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2846066",2285,2010-08-19,"Nepal","landslide","Landslide","Downpour","",0,NA,"","","",50,"Medium",27.37186,15056,"NP","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",27.7592,82.6335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2846067",2286,2010-08-19,"Nepal","landslide","Landslide","Downpour","",0,NA,"","","",25,"Medium",28.79547,23693,"NP","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",28.0276,83.3164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2846068",2287,2010-08-19,"Nepal","landslide","Landslide","Downpour","",0,NA,"","","",5,"Medium",7.60565,23296,"NP","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",28.3401,83.5983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2846069",2288,2010-08-20,"Brunei","landslide","Landslide","Downpour","",0,NA,"","","",5,"Medium",4.03577,64409,"BN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",4.9721,114.9659,NA,NA,NA,NA,"Bandar Seri Begawan",4.94029,114.94806,"P","PPLC",64409,NA,16,"Asia/Brunei","","",204.502601037348
"2846074",2289,2010-08-20,"Nicaragua","landslide","Mudslide","Downpour","",3,NA,"","","",10,"Medium",5.84054,16469,"NI",NA,"Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",12.042,-86.2998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2846075",2290,2010-08-20,"India","landslide","Landslide","Downpour","",0,NA,"","","",5,"Medium",40.80879,2571,"IN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",30.6509,79.0264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2846076",2291,2010-08-20,"India","landslide","Landslide","Downpour","",0,NA,"","","",10,"Medium",26.3194,17123,"IN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",30.966,78.4151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2846077",2292,2010-08-20,"India","landslide","Landslide","Downpour","",0,NA,"","","",5,"Medium",19.4259,17123,"IN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",30.8183,78.6186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2846078",2293,2010-08-20,"India","landslide","Landslide","Downpour","",0,NA,"","","",50,"Medium",19.20175,17123,"IN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",30.7221,78.6437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2846079",2294,2010-08-20,"India","landslide","Landslide","Downpour","",0,NA,"","","",NA,"Medium",17.9174,2571,"IN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",30.3846,78.8371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2846080",2296,2010-08-20,"India","landslide","Complex","Downpour","",0,NA,"","","",10,"Medium",0.47225,1147,"IN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",27.167,88.3652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2846081",2297,2010-08-20,"Pakistan","landslide","Landslide","Downpour","",0,NA,"","","",NA,"Medium",33.62719,0,"PK","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",36.3044,73.4245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2846082",2298,2010-08-20,"Pakistan","landslide","Landslide","Downpour","",0,NA,"","","",NA,"Medium",49.30174,2005,"PK","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",36.5705,75.1296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2846083",2299,2010-08-20,"Pakistan","landslide","Landslide","Downpour","",0,NA,"","","",NA,"Medium",1.06647,0,"PK","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",35.3539,74.8595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2846084",2300,2010-08-21,"Trinidad and Tobago","landslide","Landslide","Downpour","",0,NA,"","","",1,"Medium",0.92162,55419,"TT",NA,"Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",10.2753,-61.4689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2846085",2301,2010-08-21,"Austria","landslide","Landslide","Downpour","",0,NA,"","","",25,"Medium",12.17869,0,"AT","EU","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",47.422,11.5224,NA,NA,NA,NA,"Gnadenwald",47.31667,11.56667,"P","PPLA3",0,NA,859,"Europe/Vienna","","",724.62899467839
"2847751",2302,2010-08-21,"China","landslide","Landslide","Downpour","",1,NA,"","","",50,"Medium",0.15365,70867,"CN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",40.7297,124.7836,NA,NA,NA,NA,"Kuandian",40.72861,124.78472,"P","PPL",70867,NA,281,"Asia/Shanghai","","",9.9251830334805
"2862563",2303,2010-08-21,"China","landslide","Mudslide","Downpour","",0,NA,"","","",1,"Medium",2.60752,0,"CN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",39.7935,115.9423,NA,NA,NA,NA,"Hebei",39.81521,115.93068,"P","PPLA4",0,NA,133,"Asia/Shanghai","","",143.360681287375
"2877375",2304,2010-08-21,"India","landslide","Landslide","Downpour","",0,NA,"","","",10,"Medium",11.44167,92113,"IN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",25.5718,94.1211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2877376",2305,2010-08-21,"India","landslide","Landslide","Downpour","",0,NA,"","","",15,"Medium",2.87181,1495,"IN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",31.5304,77.7755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2877377",2306,2010-08-21,"Nepal","landslide","Landslide","Continuous_Rain","",NA,NA,"Unknown","","Above_road",10,"Medium",34.34606,17567,"NP","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",27.58124358,83.85213651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2877378",2307,2010-08-21,"Nepal","landslide","Landslide","Downpour","",0,NA,"","","",NA,"Medium",40.69771,3250,"NP","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",27.2485,86.6444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2877379",2308,2010-08-22,"Vietnam","landslide","Landslide","Rain","",7,NA,"","","",25,"Medium",12.03639,0,"VN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",21.7653,104.1608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2877380",2309,2010-08-22,"India","landslide","Landslide","Downpour","",0,NA,"","","",25,"Medium",17.82322,13865,"IN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",30.4238,79.6724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2877381",2310,2010-08-22,"India","landslide","Complex","Downpour","",1,NA,"","","",NA,"Medium",9.53462,20085,"IN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",30.4084,77.0666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2877382",2311,2010-08-22,"Nepal","landslide","Landslide","Downpour","",0,NA,"","","",50,"Medium",23.74406,39058,"NP","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",27.9937,82.4827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2877383",2312,2010-08-23,"Bhutan","landslide","Landslide","Downpour","",0,NA,"","","",5,"Medium",0.46985,2805,"BT","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",27.5,90.5034,NA,NA,NA,NA,"Trongsa",27.5026,90.50716,"P","PPLA",2805,NA,2108,"Asia/Thimphu","","",23.8411328868305
"2877408",2313,2010-08-23,"Nepal","landslide","Landslide","Downpour","",0,NA,"","","",10,"Medium",34.34606,17567,"NP","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",27.59,83.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2877409",2314,2010-08-23,"Nepal","landslide","Landslide","Downpour","",1,NA,"","","",5,"Medium",1.73714,0,"NP","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",27.6832,85.4434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2877410",2315,2010-08-23,"Nepal","landslide","Landslide","Downpour","",1,NA,"","","",25,"Medium",52.89631,9073,"NP","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",29.4605,81.682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2877411",2316,2010-08-23,"Nepal","landslide","Landslide","Downpour","",1,NA,"","","",10,"Medium",25.83622,84775,"NP","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",27.6041,84.8603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2877412",2317,2010-08-24,"Ethiopia","landslide","Landslide","Downpour","",19,NA,"","","",1,"Medium",38.93001,20679,"ET","AF","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",11.6652,39.6515,NA,NA,NA,NA,"Robit",12.01667,39.63333,"P","PPL",20679,NA,1597,"Africa/Addis_Ababa","","",2240.83150924608
"2877519",2318,2010-08-24,"Philippines","landslide","Landslide","Downpour","",0,NA,"","","",5,"Medium",3.07669,9652,"PH","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",10.2736,123.818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2877520",2319,2010-08-24,"Philippines","landslide","Rockfall","Downpour","",0,NA,"","","",5,"Medium",3.54748,9652,"PH","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",10.26707152,123.8299199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2877521",2320,2010-08-24,"Philippines","landslide","Rockfall","Downpour","",0,NA,"","","",5,"Medium",3.54748,9652,"PH","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",10.26604714,123.8311893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2877522",2321,2010-08-24,"Mexico","landslide","Mudslide","Tropical_Cyclone","Hurricane Frank",2,NA,"","","",1,"Medium",16.16369,1099,"MX",NA,"Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",17.2568,-96.0289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2877523",2322,2010-08-24,"Mexico","landslide","Mudslide","Tropical_Cyclone","Hurricane Frank",2,NA,"","","",50,"Medium",0.6355,1701,"MX",NA,"Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",18.106,-96.8133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2877524",2323,2010-08-24,"China","landslide","Landslide","Downpour","",2,NA,"","","",5,"Medium",36.6114,0,"CN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",35.6804,113.6385,NA,NA,NA,NA,"Dalain Hob",41.96528,101.06389,"P","PPLA3",0,NA,938,"Asia/Shanghai","","",25.1314020185244
"2892336",2324,2010-08-24,"India","landslide","Landslide","Downpour","",0,NA,"","","",5,"Medium",32.50156,223523,"IN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",24.8029,93.6228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2892337",2325,2010-08-24,"Nepal","landslide","Landslide","Downpour","",5,NA,"","","",5,"Medium",45.86906,22903,"NP","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",27.35,87.6667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2892338",2326,2010-08-24,"Nepal","landslide","Landslide","Downpour","",1,NA,"","","",5,"Medium",26.52875,17491,"NP","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",27.07,87.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2892339",2327,2010-08-24,"Nepal","landslide","Complex","Downpour","",0,NA,"","","",5,"Medium",35.00505,1035,"NP","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",27.2948,87.9377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2892340",2328,2010-08-24,"Nepal","landslide","Landslide","Downpour","",0,NA,"","","",15,"Medium",25.12151,17491,"NP","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",27.1303,87.8711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2892341",2329,2010-08-25,"Indonesia","landslide","Landslide","Downpour","",3,NA,"","","",50,"Medium",12.09101,77758,"ID","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-6.892,107.1749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2892342",2330,2010-08-25,"Nicaragua","landslide","Landslide","Downpour","",NA,NA,"","","",5,"Medium",1.36745,2367,"NI",NA,"Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",13.5317,-85.5325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2892343",2331,2010-08-25,"Colombia","landslide","Landslide","Downpour","",0,NA,"","","",5,"Medium",2.99929,18739,"CO","SA","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",6.7254,-72.726,NA,NA,NA,NA,"Malaga",6.69903,-72.73233,"P","PPL",18739,NA,2210,"America/Bogota","","",171.959046076837
"2893276",2332,2010-08-25,"Canada","landslide","Mudslide","Rain","",0,NA,"","","",10,"Small",6.46542,0,"CA",NA,"Thu Sep 11 2014 17:14:32 GMT+0000 (UTC)",72.6275,-77.8416,NA,NA,NA,NA,"St. John's",47.56494,-52.70931,"P","PPLA",99182,NA,35,"America/St_Johns","","",447.132403577563
"2894104",2333,2010-08-25,"United States","landslide","Mudslide","Downpour","",0,NA,"","","",1,"Small",11.06641,51367,"US",NA,"Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",34.0935,-116.9472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2894105",2334,2010-08-25,"Nepal","landslide","Landslide","Downpour","",1,NA,"","","",5,"Medium",13.67297,21867,"NP","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",28.0401,83.8901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2894106",2335,2010-08-26,"Indonesia","landslide","Landslide","Downpour","",0,NA,"","","",5,"Medium",0.69007,0,"ID","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-7.2269,108.3289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2894107",2336,2010-08-26,"Indonesia","landslide","Landslide","Downpour","",0,NA,"","","",25,"Medium",1.39719,8e+05,"ID","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",-6.6006,106.8002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2894108",2337,2010-08-26,"United States","landslide","Mudslide","Downpour","",0,NA,"","","",10,"Medium",50.6504,1099,"US",NA,"Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",36.0833,-117.9771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2894109",2338,2010-08-26,"India","landslide","Complex","Downpour","",0,NA,"","","",1,"Medium",2.7497,874587,"IN","AS","Tue Apr 01 2014 00:00:00 GMT+0000 (UTC)",16.5141,80.6053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
